regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000004,20000060,FL-TD4,67390827320013700,88820165257849000,260266484922457800,58664962754782760,76116691885244620,80154804099038670,97485526416659310,251514786853612670,269018182991302900,None,0
10000004,20000061,B-HLOG,110740785612981950,95695152896939970,367083502298462660,99600652662138270,121880918563825650,83927544693832240,107462761100047700,359673910479177340,374493094117748000,None,0
10000004,20000062,0VFS-G,81918647438573800,86733346682467840,380774177850620300,73728142972339650,90109151904807920,76915501424055170,96551191940880500,375410520077365300,386137835623875200,None,0
10000005,20000063,GJH-1C,95616426008536800,-31515032804269436,-164748864800977860,83871981082463260,107360870934610350,-43311381608068030,-19718684000470840,-175832765832059330,-153664963769896350,None,0
10000005,20000064,RFQ-8Y,133660481311514690,-16228890348590248,-190273639271197950,121180695613429140,146140267009600220,-23612362509615492,-8845418187565005,-200968400851189150,-179578877691206720,None,0
10000005,20000065,MZ-PA2,77496843973927790,-15442356701421972,-203155203452018700,67883664949206120,87110022998649470,-26627400440482828,-4257312962361118,-211963593242533730,-194346813661503650,None,0
10000005,20000066,5F8-PZ,124874496742708200,-29802022457067492,-166005403776530750,112576435747481760,137172557737934620,-38997554822236320,-20606490091898664,-179053953253967200,-152956854299094340,None,0
10000005,20000067,PR-ACX,106725752239432220,-30408883602762490,-186128662233232480,96883739059821500,116567765419042930,-41922852723691300,-18894914481833676,-193600713527659170,-178656610938805800,None,0
10000005,20000068,5P4-QA,146181972871032600,-18457688314862180,-211755880542509570,135510341160370100,156853604581695100,-27078890267553976,-9836486362170384,-219917134258069730,-203594626826949400,None,0
10000005,20000069,1RG-GU,65895761567770150,-24140946526863060,-205869439168795140,61880021938627160,69911501196913144,-34422177559756640,-13859715493969482,-215260129303195360,-196478749034394900,None,0
10000005,20000070,ZPI-2E,168633211470464770,-34753390351946850,-228035652156066180,160612899877965860,176653523062963680,-51619208215516130,-17887572488377570,-242604813973184700,-213466490338947680,None,0
10000005,20000071,D-95MV,111412007944826270,-12062671703106728,-207213171277609340,94817389814210960,128006626075441580,-23344664987730076,-780678418483380,-211578683967821820,-202847658587396900,None,0
10000005,20000072,3R-BJL,208994892179550340,-12952982418948542,-194787266992565730,189905290217870530,228084494141230180,-19983015851255550,-5922948986641533,-202802929069268640,-186771604915862820,None,0
10000005,20000073,T875-C,81811631330727620,-50720332048902640,-210097452731597000,66884526694394710,96738735967060510,-61320802995327220,-40119861102478070,-218318009842823550,-201876895620370400,None,0
10000005,20000074,4SRW-B,68519629679937650,-16788780814371444,-227533857587846800,63355639914468510,73683619445406780,-29531462711880180,-4046098916862710,-236959021821376860,-218108693354316740,None,0
10000005,20000075,HOV-VI,58085917807688290,-28877276473706620,-219987046200608320,49482912280940300,66688923334436270,-39423163912393410,-18331389035019830,-222859939283868450,-217114153117348200,None,0
10000005,20000076,NZU8-G,136909058206465310,-34785060800507776,-204136942807227600,124232013861985570,149586102550945060,-43574956781374710,-25995164819640836,-210393366450242020,-197880519164213120,None,0
10000006,20000077,0FC-ZX,122072758906031620,-16779717773981442,-157619597580258800,110669678185761020,133475839626302190,-28340963787176456,-5218471760786428,-164329378431538430,-150909816728979200,None,0
10000006,20000078,AC-RON,137370897838259040,8232432159656806,-149783265558614080,130597642269297400,144144153407220670,-1290037627681534,17754901946995146,-157547647796229300,-142018883320998860,None,0
10000006,20000079,RF9-ZU,107842875633862510,2812639394662787,-176706153814933820,98497827264224910,117187924003500110,-5111715170428118,10736993959753692,-185760143972763520,-167652163657104160,None,0
10000006,20000080,DJ-XCW,104747162602870370,-1659717469163312,-144430017697754100,97618826020966930,111875499184773810,-12532625137053350,9213190198726726,-150783867822410800,-138076167573097380,None,0
10000006,20000081,3GK-WS,91064303681446720,9684709253246684,-149712235378091420,85124694507156110,97003912855737340,928164548921419,18441253957571948,-163070271922915360,-136354198833267490,None,0
10000006,20000082,5ZR-29,70926975289732400,3839812431920331,-147035217857220400,66356019481235830,75497931098228960,-8899232577684157,16578857441524818,-149460050648778980,-144610385065661820,None,0
10000006,20000083,J-9M7D,55094289188289660,6470885908622320,-183026537726128900,48166937486479040,62021640890100280,1537896811998220,11403875005246420,-189050353161038800,-177002722291218980,None,0
10000006,20000084,R-M719,70481625989497390,4715897905218532,-172631015151399230,64315183717600504,76648068261394270,-8987172473956292,18418968284393356,-181027231260220450,-164234799042578000,None,0
10000006,20000085,5Y1E-3,114255230938303420,16170487150095264,-156522164737634270,106667673755783820,121842788120823000,8021372129731611,24319602170458916,-160452241454045120,-152592088021223420,None,0
10000006,20000086,760-9C,99277128765664350,-13043260308608092,-162926173720070530,88217505269077010,110336752262251680,-19021964439995136,-7064556177221047,-167912006844700640,-157940340595440420,None,0
10000006,20000087,4-QV2L,83354229553009230,21863163054607492,-180582076915717860,71814484705572664,94893974400445800,16296783450299342,27429542658915644,-185255053545571870,-175909100285863840,None,0
10000006,20000088,GU-JZ1,83647590451866240,-6955335166507194,-142341340477441870,76369067891698930,90926113012033550,-18931963768427170,5021293435412779,-145064831084729660,-139617849870154080,None,0
10000007,20000089,BVA-YH,220534180903669730,7175226271340409,-106354699551510750,211902825837727680,229165535969611780,1380989784662147,12969462758018670,-113966817506572480,-98742581596449020,None,0
10000007,20000090,VS-8P0,183951658928238460,9761231144107392,-120228420356962140,168486163179494660,199417154676982270,2898270229378898,16624192058835888,-127921242722166910,-112535597991757390,None,0
10000007,20000091,5HN-S5,224114852400475600,-15582868522270332,-85258706497681180,214088951610299680,234140753190651500,-28078812574864068,-3086924469676597,-101392812903964220,-69124600091398140,None,0
10000007,20000092,Y-JSM8,253779292278506800,4640064166336241,-98750530649807840,231875968206145600,275682616350868060,-7905412092661457,17185540425333938,-108011163089194480,-89489898210421180,None,0
10000007,20000093,VSC-W9,287528567120156220,-18895670266378332,-77164576486649090,277546601310816930,297510532929495550,-32199397382372836,-5591943150383829,-83876321611311860,-70452831361986320,None,0
10000007,20000094,FQ-COP,305503962670839200,-42131490031126770,-88263069787449950,291962336466471550,319045588875206700,-54268759936177990,-29994220126075550,-93166892664784500,-83359246910115400,None,0
10000007,20000095,MRC-29,282432889187025020,-11149121009654180,-49918145941828460,267344945884475400,297520832489574660,-36097505948770840,13799263929462480,-55509979434050410,-44326312449606510,None,0
10000008,20000096,51ZT-6,47434283796252270,12686193877183776,-149422986946270100,32418840200710736,62449727391793810,-3394359414656193,28766747169023744,-163498615913911700,-135347357978628530,None,0
10000008,20000097,4YFT-F,51650554021543310,6432635259158464,-129755759904937660,37471050311939850,65830057731146776,-4579157356155900,17444427874472828,-137885978838890940,-121625540970984370,None,0
10000008,20000098,P-I9PF,32507759429734664,31715019526786390,-119041223169724200,25802294278059576,39213224581409750,26417349603355836,37012689450216940,-127224624617998640,-110857821721449760,None,0
10000008,20000099,ENP-SH,81174978736738370,12154196696489912,-130054969482863520,68827156152532510,93522801320944210,-1972689063314169,26281082456293996,-141531184436691540,-118578754529035520,None,0
10000008,20000100,Y-M7ML,18636660874023124,-21485660357373540,-158065612673596930,12554607404164438,24718714343881810,-26176468208711548,-16794852506035532,-168009970374948930,-148121254972244960,None,0
10000008,20000101,QI1M-Q,37953812764429816,27713965209474852,-172427164786443330,33484248768241460,42423376760618180,23417771642210976,32010158776738730,-184119659467240500,-160734670105646140,None,0
10000008,20000102,7VJ-7M,43397442943489430,-19190950228273450,-134612859563579400,35127576688318680,51667309198660184,-27337564846627280,-11044335609919618,-141702024711348670,-127523694415810100,None,0
10000008,20000103,02QH-A,80994372271863330,1768952945564521,-103993036168968770,77566193119269550,84422551424457090,-6631497198490923,10169403089619964,-111012638823482700,-96973433514454850,None,0
10000008,20000104,WQZ8-4,87836818814179600,31470637909067624,-114392829382875500,78750480680872300,96923156947486900,23248101436744216,39693174381391030,-119829591962352220,-108956066803398780,None,0
10000008,20000105,DITJ-X,109636974400017920,23000281848369904,-134522186650613570,102338238953029550,116935709847006290,15270034492229868,30730529204509936,-140496137501100640,-128548235800126500,None,0
10000008,20000106,YCM-AI,31849764675940110,-19820789939148950,-135155425676133600,25584370299963364,38115159051916856,-33429625758106708,-6211954120191197,-142026122440328200,-128284728911938990,None,0
10000008,20000107,CN5-F2,61556023526654824,26672791036413164,-136563993515708900,54439810998407780,68672236054901870,23305829506464844,30039752566361484,-143313199611834960,-129814787419582850,None,0
10000009,20000108,IV-LWJ,143669542320848670,38992930875167040,-121491322989263870,124479968414611040,162859116227086300,29297330991139256,48688530759194824,-126691033836189760,-116291612142338000,None,0
10000009,20000109,U-EUG7,154626354137068800,-11823840271645854,-125423433868883710,147607424632376200,161645283641761400,-18880263294495156,-4767417248796551,-137543768597843170,-113303099139924240,None,0
10000009,20000110,E-95ID,173073028130017570,-13117497770086976,-139428507171346750,164549229898809630,181596826361225500,-18239777378027412,-7995218162146539,-147381334574571330,-131475679768122190,None,0
10000009,20000111,8-4EFQ,152453882638373820,9151466959745388,-133958197453119550,143278195821125900,161629569455621730,-3337336106166013,21640270025656788,-141821941018270260,-126094453887968860,None,0
10000009,20000112,Z-ONUI,174025752153083520,14799669046587744,-141960985079646460,166708812233737920,181342692072429150,8077204310392765,21522133782782724,-147882893724259620,-136039076435033300,None,0
10000009,20000113,QA-P7J,130661433330645040,3707259230123843,-133586037562368480,118743422424702850,142579444236587230,-3135250827934061,10549769288181746,-145133102454423170,-122038972670313810,None,0
10000009,20000114,UR-HG4,129299721132695900,-12172420543761144,-141853303178697200,121188596847579620,137410845417812210,-25735439494436640,1390598406914352,-148631083197239650,-135075523160154750,None,0
10000009,20000115,0YMH-Q,115192825643198340,37893658189925490,-110943572916188930,107679083200775700,122706568085620960,25839114745614910,49948201634236070,-116873220944529230,-105013924887848600,None,0
10000009,20000116,0EA3-8,108381641944456060,-3650128614248962,-132609381775655330,100685181627405420,116078102261506720,-16669048752733662,9368791524235738,-139640597184119070,-125578166367191580,None,0
10000009,20000117,0-YMZM,149354745003757980,-41217100179207490,-157798434727791680,144352042671104540,154357447336411420,-58163880645294264,-24270319713120716,-163610116008694300,-151986753446889020,None,0
10000009,20000118,N5V-Y0,137559938907145730,17668863664686384,-107383500539695520,131074099919709890,144045777894581580,10569687919759026,24768039409613744,-114526745734829650,-100240255344561400,None,0
10000009,20000119,N-LY4R,135464684681862500,38540819338710670,-101306340740349710,127664636539025630,143264732824699340,31838852689119670,45242785988301660,-107842787352009780,-94769894128689650,None,0
10000009,20000120,V2S-RH,200012027840968540,-9311472488803288,-162247373854768130,184129914886084640,215894140795852450,-29482719538813950,10859774561207380,-178114662799837820,-146380084909698430,None,0
10000009,20000121,FD-7Y4,189881601229626900,-33727856372821544,-172147892214163000,177676916781960320,202086285677293500,-39826053131984770,-27629659613658320,-186058831215674100,-158236953212651900,None,0
10000009,20000122,TL-FDN,165595672562000500,46887322537739150,-98366331309125420,160019409797676130,171171935326324900,40263159682680270,53511485392798040,-110682685058870400,-86049977559380450,None,0
10000009,20000123,R-CL2W,164843068991601300,-35666022983537170,-192412026582845020,144466441356367840,185219696626834780,-49403232453375384,-21928813513698950,-201648274813549280,-183175778352140770,None,0
10000010,20000124,1P-VL2,-148941342731609920,84321957499097860,199814357212183520,-162860646447306880,-135022039015912980,77341929754821520,91301985243374200,196536014588570400,203092699835796640,None,0
10000010,20000125,X-VN63,-160126885707429950,101547334866336480,227438152604029860,-171220828809596300,-149032942605263650,94921111947353860,108173557785319090,215606959633012030,239269345575047680,None,0
10000010,20000126,LLAP-1,-131975561560757250,104012241030494750,216935176190009500,-146921209083884740,-117029914037629760,101394256771806290,106630225289183230,210557850425022800,223312501954996220,None,0
10000010,20000127,52-JKU,-97758771293823040,97295897802207300,231010326963716480,-112950648193160160,-82566894394485940,85873554605564600,108718240998849970,219662131863565400,242358522063867520,None,0
10000010,20000128,E3-NLE,-150059683681340030,118758873119433940,222186907172346100,-158162163692813020,-141957203669867060,106363017857414380,131154728381453490,207948471586976930,236425342757715260,None,0
10000010,20000129,GORV-P,-180136061822225440,85171389308301260,248701329588798050,-189812594176850200,-170459529467600670,76029933958880750,94312844657721780,241722141672463230,255680517505132860,None,0
10000010,20000130,03C-SU,-178384511274465250,110740299382245760,213160711113077570,-185422362542417060,-171346660006513440,99524447485881730,121956151278609810,205309018033166900,221012404192988200,None,0
10000010,20000131,W-XBGF,-60091350672596340,81744510925868860,236299327639911600,-73547554899645820,-46635146445546840,73311149089360200,90177872762377550,230701479940378370,241897175339444860,None,0
10000011,20000132,730-KH,20358956992642220,11772109108218786,-73959688118695200,8123190403756693,32594723581527744,2483937048097554,21060281168340020,-82036312555936530,-65883063681453890,500015,0
10000011,20000133,U-3HAO,63098956484474690,31470364839839264,-91212753448294600,54991624644446540,71206288324502824,25639116469395396,37301613210283130,-98439082987627700,-83986423908961500,500015,0
10000011,20000134,K-DLD2,27690929212012370,13917993823778948,-99698833218890690,21792546785857270,33589311638167468,6540643808625057,21295343838932840,-105864948111967540,-93532718325813860,500015,0
10000011,20000135,V-LQBF,19368033326566456,12979870984646290,-107393866311318450,5721632318943386,33014434334189524,-5647321200149814,31607063169442390,-128178084323993550,-86609648298643340,500015,0
10000011,20000136,BB8E-G,43468647848808000,41441143605089440,-79263560624067170,31050389147984416,55886906549631580,28791473343881820,54090813866297060,-85693406788708160,-72833714459426190,500015,0
10000011,20000137,IYOO-M,47776262297513780,12390568141031994,-107793982150745390,34268648551921588,61283876043105960,3615544054603936,21165592227460052,-114685954863510020,-100902009437980770,500015,0
10000011,20000138,Q-PVMK,15787578166538672,37513844019360664,-68898473249385100,5397262846990597,26177893486086748,25131033593310336,49896654445410990,-75640131239234430,-62156815259535770,500015,0
10000011,20000139,AP-S8F,50653104158785304,42748596529846230,-54407898915002290,42628102588154580,58678105729416030,28409845174221708,57087347885470750,-66641000952470580,-42174796877533990,500015,0
10000011,20000140,T-W4L3,21954075154765850,51804205940710590,-90495311840282960,14945607060452236,28962543249079456,33667928962953910,69940482918467260,-97787716736140140,-83202906944425780,500015,0
10000011,20000141,V-4QJC,17342839330038500,-4417019452325856,-43608513116076940,4803335035287165,29882343624789830,-15438979213826964,6604940309175252,-62881867506468840,-24335158725685056,500015,0
10000011,20000142,DYK-G8,51035828455173650,15556113106861880,-59778247723980420,38365044771845010,63706612138502280,10608995671599650,20503230542124110,-66122035546461540,-53434459901499300,500015,0
10000011,20000143,L-TEVM,79641819325546030,36502221548461070,-67797459470522190,73042935309207760,86240703341884300,25639479690273670,47364963406648460,-76111233118257700,-59483685822786690,500015,0
10000011,20000144,HRJG-D,66606911247768300,62530274640046300,-40845254251984620,54883769858073770,78330052637462850,54275074150497800,70785475129594810,-47055754731406580,-34634753772562668,500015,0
10000011,20000145,W-3Y6D,18690328019372640,16741284171842644,-107087252085357950,12390757955809540,24989898082935736,11243675366595206,22238892977090080,-112493274156430220,-101681230014285680,500015,0
10000011,20000146,I3-2J0,89240097093909500,28819304443065100,-37724433284453230,78915935756958820,99564258430860210,19731243423269576,37907365462860620,-50585461797678184,-24863404771228290,500015,0
10000012,20000147,Tranquility,45022421093594900,-30265859627869812,-167124134638034240,39535350680596450,50509491506593340,-46000725062279760,-14530994193459864,-179236093617499100,-155012175658569340,500011,0
10000012,20000148,Paradise,17136466492517012,4157756309089632,-162173158167280500,9164797791324642,25108135193709384,-8952112127652552,17267624745831816,-170868922268002140,-153477394066558880,500011,0
10000012,20000149,Elysium,18118174121452412,7080315135308137,-141780566213939900,12317576822452292,23918771420452532,-5040496867838059,19201127138454332,-149707784496772640,-133853347931107170,500011,0
10000012,20000150,Sound,5625386148395372,27705948177697810,-145859802631073800,-5405431685603584,16656203982394330,16898013635685952,38513882719709660,-152096944026082780,-139622661236064830,500011,0
10000012,20000151,Rapture,29762296734230136,-3448459592996983,-159960319750077570,20838559227439572,38686034241020700,-12168037992578470,5271118806584504,-166036971928307360,-153883667571847800,500011,0
10000012,20000152,Hale,-994208949906410,-6393436931153366,-135105384527696740,-9239737206684510,7251319306871690,-16838802416737950,4051928554431219,-143376085782957860,-126834683272435600,500011,0
10000012,20000153,Heaven,-17164902474422810,17478381521822674,-138674513160224260,-23556644404880812,-10773160543964808,8481809327760676,26474953715884670,-144833414682716930,-132515611637731580,500011,0
10000013,20000154,4R-HUN,176631710065787650,72879860491636200,57283889223220344,170162902136644160,183100517994931140,58110403352799560,87649317630472830,52892033568905240,61675744877535450,None,0
10000013,20000155,XI0-X2,160800587290491700,73794652160783220,93718647456306200,152726364857769500,168874809723213900,64236025169903430,83353279151662990,89059935717351490,98377359195260930,None,0
10000013,20000156,1M4-FN,178228215450010600,73211930660942020,76314108703471650,171285171632832060,185171259267189120,62736012554400900,83687848767483150,67347771480502420,85280445926440880,None,0
10000013,20000157,UL8-RD,185381980910009900,62674922349920344,129749480851759620,180824271071590000,189939690748429760,50336160907147660,75013683792693020,123715240790709740,135783720912809470,None,0
10000013,20000158,3TS-12,171677106678805340,61200271124270740,117124967942242850,162330998926009300,181023214431601380,53855469486208370,68545072762333110,104476243709621460,129773692174864220,None,0
10000013,20000159,E6EO-H,146522777958074940,64328319469279690,115179976942076030,136098254764638800,156947301151511070,45278420931217330,83378218007342050,111549091411409840,118810862472742240,None,0
10000013,20000160,PFL-QY,184196038062125630,76725718244156020,46311363221014820,177064416656404350,191327659467846900,69773774819068560,83677661669243470,42803768942467450,49818957499562184,None,0
10000013,20000161,7UNX-J,158563022571887070,68800323810456830,63106469645761360,152100122176175230,165025922967598900,63175118062266990,74425529558646670,56647518027752360,69565421263770370,None,0
10000013,20000162,D-YKXH,177410246457271070,43303850149330430,136571342987508420,171582578787643800,183237914126898340,39970922314052930,46636777984607944,132430743262753980,140711942712262830,None,0
